student_id,group,theta
1,1,1.245866263591053
2,0,-0.13904876509431247
3,1,-1.290846499161742
4,0,1.3135587835904055
5,0,1.0172524714163942
6,1,0.9832820144683085
7,1,-1.0531480645921474
8,0,-0.8510174159725816
9,1,0.0658846286215959
10,1,1.141192365442413
11,1,-1.0536908326921546
12,0,-0.5150956835562243
13,1,0.8759716938333467
14,0,-0.45625692093296344
15,0,0.6825993484842704
16,0,0.5413801680982125
17,0,0.03629878414939453
18,0,-0.12160765163445707
19,0,-1.2058013621107884
20,1,1.0504117405717948
21,1,0.551815957672464
22,0,0.19476292285829913
23,0,1.2273921793847289
24,0,-0.7247299483105732
25,1,-0.2705086006081436
26,1,-0.41036525230864546
27,1,-1.2411522541627624
28,1,-1.4107217166817274
29,1,-1.4017932105287727
30,1,1.3052221513714035
31,0,0.16278232431590176
32,1,-0.8738891016949308
33,0,-0.3520592489197361
34,0,0.4886972065485923
35,1,0.480590426732261
36,0,-0.7984030126921939
37,1,-0.28979465646336333
38,0,1.0027227498596334
39,0,0.07436791133494125
40,0,0.5683523028389185
41,0,-0.7725056335806366
42,1,0.2423240672835308
43,1,-0.3541398242468241
44,0,1.0442073533146854
45,1,-1.6384542590072808
46,0,1.2786895298389975
47,1,0.10929911686296438
48,1,0.08940319128378457
49,0,-0.41226688158540814
50,0,0.8046294621613918
51,1,0.17775879635326894
52,1,1.2923039758846564
53,0,0.841549867788377
54,1,-0.12187128249724136
55,0,0.01911281253352108
56,0,0.17928743640104317
57,1,0.06301577811203109
58,0,-0.32369047046233584
59,1,0.9923895750620231
60,1,-0.7961300536318358
61,0,0.09832944061285351
62,0,0.7548973442387688
63,1,0.09841751230217143
64,1,-0.07496001846703496
65,1,-0.6974839795040553
66,0,-0.19264634573115172
67,1,-0.772110516342834
68,0,0.9585069621778683
69,1,-1.0061455906965637
70,0,0.1923685499929557
71,1,-0.018470005104130393
72,0,-1.0088327702771591
73,0,-1.0762546371399264
74,1,1.0659448324620748
75,0,-0.8736845523281553
76,1,-0.007404232155187919
77,0,0.7560954059393712
78,1,-0.5753346537724686
79,1,-1.1864573089016648
80,0,2.004562662826465
81,0,-0.9221480825871484
82,0,-0.8716964207065926
83,1,0.21052024166279587
84,0,-0.24243429763605137
85,1,2.441519269522639
86,1,0.82694648053255
87,0,-0.9805070112030657
88,1,-0.5512287892197856
89,1,-0.9406378888586643
90,0,-0.01729137897832054
91,1,-0.23804108516046535
92,0,1.2018861219862305
93,1,-0.06605508805008824
94,0,-0.461672214186407
95,0,-0.9172710188378492
96,1,-0.27508137415177475
97,0,-0.08591038353275299
98,0,0.7533253319648793
99,0,0.21313938852408384
100,0,0.05505644873386681
101,0,-1.0999320953361287
102,0,0.010364431192524736
103,0,0.49724219496402133
104,0,0.04718671777676295
105,0,-0.771707676381346
106,0,-0.9775515365646911
107,0,1.3275398323501584
108,0,0.27386699863793323
109,0,-0.6836111785857635
110,1,0.020214573387828397
111,0,0.6978291427644058
112,1,0.8238705992625985
113,1,1.1968089496090182
114,0,1.2421393870272854
115,1,-0.12508067331976208
116,0,0.23780354332159986
117,1,1.036645373560711
118,0,-0.10673686049334419
119,0,0.8405330276491687
120,1,-0.2834097778135026
121,1,0.12006458949288419
122,0,0.34003906479369905
123,0,0.845226186120769
124,1,0.891193471088223
125,0,-1.3471452457078816
126,1,-0.565191488252082
127,0,-2.1461309798500157
128,0,-0.024221931563910525
129,0,-0.6417160932851617
130,0,0.3819045890142093
131,0,-0.34348980125859535
132,0,0.09892590189309818
133,0,0.5088494133901864
134,0,-0.19579901716384057
135,1,-1.1130080234549835
136,0,1.1665484570530764
137,1,-0.15526243431721892
138,1,1.1629794729621028
139,0,0.32917832127880686
140,1,0.40491635927994485
141,0,-0.452248059975165
142,1,-0.05588383200916606
143,0,1.2868442243481453
144,1,-1.4130172242658734
145,1,-0.01095640887724331
146,0,-0.25686556441695557
147,1,0.8831311138425072
148,1,0.14106355204371662
149,1,0.680017227138585
150,0,-0.050083641240442435
151,0,-0.9758071273694299
152,0,-0.6306354358344971
153,0,0.4700951024086991
154,1,0.1327641271434618
155,1,0.2326979180473749
156,0,-1.8828658126444717
157,1,0.8100121768475131
158,1,0.44107969908499933
159,1,1.4938124328607207
160,1,0.08267980844332101
161,1,-0.4354126345177153
162,1,-0.863751585221589
163,1,-2.103247918213063
164,0,0.04069285925968131
165,0,1.8458221446627199
166,0,-0.01275557428068227
167,0,0.13072948327857378
168,1,-0.683737301955687
169,0,1.0150802324850101
170,0,-1.1904073094038836
171,1,1.0158140530493829
172,1,1.678043890618798
173,0,-0.8124860497063284
174,0,-0.25116102338264673
175,1,1.1398435101298494
176,0,0.41877312984260096
177,0,0.9810722457387391
178,1,0.7701449452000869
179,1,1.020872924165871
180,1,-0.6041218175021646
181,0,-0.9747506158016058
182,1,-0.48790547981357774
183,0,-0.675441783949811
184,0,-0.41416366224226536
185,0,-0.7030845316237135
186,1,-0.23261734539335716
187,1,2.059192893891152
188,0,0.14466062503659158
189,1,-0.6412285498580546
190,1,-0.1192814429316516
191,1,-1.2419302908675338
192,1,0.3652973902966123
193,1,0.8859708150727131
194,1,0.08264340612112925
195,0,0.8752930675863719
196,0,-0.1149598660538682
197,1,2.0721044882765383
198,1,-0.918799035533498
199,1,1.0775584099258457
200,1,1.3121073628664015
201,0,1.0508155088480686
202,1,0.1617657232380972
203,0,-0.12899472229101558
204,1,0.4533940870146024
205,1,-1.8419538407427396
206,1,1.4775998779218469
207,1,1.5076565390091745
208,1,0.6673897684989661
209,0,-1.411332236508455
210,1,0.1337378085968147
211,0,0.3231356997344438
212,1,1.577329459251602
213,1,0.0026998041711709855
214,1,-0.9397549663776269
215,0,-0.024921092426969372
216,1,-0.8527365911679311
217,1,0.9784852557445384
218,1,-1.382860377741383
219,0,1.4085987380920046
220,0,-0.6657544776836829
221,1,-0.910650552252428
222,1,-1.0938753818636855
223,1,0.17372404082508
224,0,0.7762273725931252
225,1,1.1606269019003306
226,0,-0.04066099143374274
227,1,-2.1691477050552503
228,0,1.2382213737128336
229,1,0.7822852120834612
230,0,0.6521396218298378
231,0,-0.6039992616401355
232,0,-1.826285364693123
233,1,1.8920893773018888
234,1,-0.19500192329403224
235,0,-0.07467798190132098
236,0,1.3946982692308618
237,0,1.1602211627156127
238,1,0.6108984479822002
239,1,-0.9305209974052756
240,1,0.5694068060993045
241,0,-0.192119785261308
242,1,-0.6152548053447405
243,1,0.7669717417315675
244,0,0.8888955004598998
245,0,0.05174651147992958
246,0,-0.8379895661288632
247,0,-0.6146263589022154
248,0,1.6308986741456775
249,1,0.5403908023828569
250,1,-0.5051760546863859
251,0,0.9429942763465144
252,1,0.5637386278640181
253,0,-0.06530658219171329
254,1,0.12109601931907105
255,1,0.2989743026597807
256,1,1.5341811411200112
